"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Multicellular complex forming ability"
12613,J47,"DSM 12936, ACM 5120, JCM 13522, CCUG 43143, Ben 108, CIP 107259, KACC 14261",1,"Microlunatus capsulatus",0
12626,,"DSM 17942, CIP 109594, KCTC 13940, Gsoil 633, JCM 16929, JCM 15306",1,"Microlunatus ginsengisoli",0
12614,EL-17A,"DSM 11465, ATCC BAA 165, NCFB 3066, JCM 11951, CIP 106992, KACC 15021, NCIMB 703066",1,"Microlunatus lacustris",0
12616,"FA2, M2_8","DSM 21742, NBRC 104964, KY 13138",1,"Microlunatus lucidus",0
12618,"FB1, O4_4","DSM 21744, NBRC 104966, KY 13159",1,"Microlunatus okinawensis",0
12630,12-Be-011,"CCUG 57425, DSM 22083, CCM 7636, JCM 18708",1,"Microlunatus parietis",0
12625,NM-1,"DSM 10555, JCM 9379, ATCC 700054, CIP 104466, FERM P-9771, HAMBI 2303, KCTC 9798, LMG 18116, NBRC 101784, NCIMB 13414, VKM Ac-1990",1,"Microlunatus phosphovorus",0
12629,"CC-012602, CC-12602","DSM 21800, CCM 7685, CCUG 58049, JCM 18709",1,"Microlunatus soli",0
160441,,"DSM 103947, KCTC 39847, SYSU K12189",1,"Microlunatus speluncae",1
7965,,"DSM 43813, ATCC 27029, CBS 129.76, IFO 16155, IMET 8216, INA 9442, JCM 10878, KCC A-0232, NBRC 16155, NRRL B-16091, BCRC 12538, CECT 3289, CGMCC 4.2103, CGMCC 4.5705, IFO 16125, MTCC 1047, NBRC 16125, VKM Ac-1936, IFO 14068, JCM 3232, VKM Ac-613, NBRC 14068",1,"Micromonospora aurantiaca",0
,,,,,1
7983,TT1-11,"DSM 44815, JCM 12357, PCU 239, CGMCC 4.5704, CIP 108632, NBRC 101913, TISTR 1532",1,"Micromonospora auratinigra",0
161945,HSS6-8,"JCM 17126, TBRC 8927",1,"Micromonospora caldifontis",1
7885,1464-217L,"DSM 43026, ATCC 12452, CBS 269.62, IAM 14285, IFO 13503, JCM 3031, KCC A-0031, NBRC 13503, BCRC 11623, CECT 3195, CGMCC 4.1050, CGMCC 4.2101, HUT 6588, IFM 1108, IFO 12135, IMET 8209, IMSNU 20083, KCTC 9070, MTCC 329, NBRC 12135, NCIMB 12879, NRRL B-2344, VKM Ac-822",1,"Micromonospora chalcea",0
,,,,,1
7981,,"DSM 44151, ATCC 53710, JCM 9459, IFO 15963, IMSNU 22023, NBRC 15963",1,"Micromonospora chersina",0
,,,,,1
7989,71-97,"DSM 43903, ATCC 35571, CIP 108947, IFO 14025, JCM 3256, KCC A-0256, NBRC 14025, NRRL B-16101, BCRC 12535, CGMCC 4.1269, IMSNU 21289, KCTC 9367",1,"Micromonospora citrea",0
7889,36,"DSM 43143, ATCC 27008, IFO 13504, KCC A-0175, NBRC 13504, JCM 3175, CBS 875.71, IFM 1280, IMET 8210, IMSNU 20084, KCTC 9368, NCIMB 12665, RIA 1560, VKM Ac-661",1,"Micromonospora coerulea",0
,,,,,1
158459,LHW63014,"DSM 106193, CCTCC AA 2018012",1,"Micromonospora craniellae",0
,,,,,1
8021,"CR 30","DSM 45599, CECT 7891, JCM 31700",1,"Micromonospora cremea",0
159690,13K206,"DSM 107532, JCM 32583",1,"Micromonospora deserti",0
7982,LK2-10,"DSM 44814, JCM 12345, PCU 238, TISTR 1531, CIP 108667, NBRC 101912, NRRL B-24761",1,"Micromonospora eburnea",0
,,,,,1
7990,65-m50,"DSM 43904, ATCC 35572, CIP 108948, IFO 14022, JCM 3257, KCC A-0257, NBRC 14022, NRRL B-16102, BCRC 13324, CGMCC 4.1254, IMSNU 21290",1,"Micromonospora echinaurantiaca",0
7991,71-m68,"DSM 43913, CIP 108946, IFO 14267, JCM 3327, KCC A-0327, NBRC 14267, BCRC 12630, CGMCC 4.1274, IMSNU 21291, KCTC 9548, NRRL B-16695",1,"Micromonospora echinofusca",0
7972,,"DSM 43816, ATCC 15837, CBS 619.66, IFO 12574, IMET 8211, JCM 3073, NBRC 12574, NRRL 2985, RIA S-420, BCRC 11626, CBS 645.71, CGMCC 4.2102, CGMCC 4.5706, IFO 13149, IMSNU 21292, IMSNU 22043, KCTC 9213, NBRC 13149, NCIMB 12744, VKM Ac-669",1,"Micromonospora echinospora subsp. echinospora",0
,,,,,1
7984,AA-459,"DSM 44398, CIP 108382, IFAM AA-459, JCM 12677, NBRC 101889, NRRL B-24248",1,"Micromonospora endolithica",0
8052,202201,"DSM 45430, BCC 72028, CGMCC 4.5597, NBRC 109090, JCM 18317",1,"Micromonospora endophytica",0
7963,Y22,"DSM 45644, JCM 31035, NRRL B-24859",1,"Micromonospora equina",0
140581,UDF-1,"KACC 18696, NBRC 111826, DSM 108275",1,"Micromonospora fulva",1
7992,,"DSM 43906, ATCC 35574, CIP 108952, JCM 3259, KCC A-0259, NRRL B-16104, IFO 14026, IMSNU 21296, NBRC 14026",1,"Micromonospora fulviviridis",0
158643,WPS1-2,"KCTC 39787, NBRC 112325, TISTR 2405, JCM 32902",1,"Micromonospora globbae",1
7964,,"DSM 43171, ATCC 27596, JCM 3125, KCC A-0125, NRRL 2998, BCRC 11658, CBS 336.76, CECT 3293, CGMCC 4.1078, CGMCC 4.1490, IFM 1276, IFO 14112, KCTC 9551, NBRC 14112, NCIMB 2223",1,"Micromonospora halophytica",0
,,,,,1
8018,P0402,"DSM 45647, JCM 15292, PCU 315, TISTR 1883",1,"Micromonospora humi",0
7974,MK-41,"DSM 43819, ATCC 21773, JCM 6239, NRRL B-16095, CECT 3294, IMSNU 22025, MTCC 330, NBRC 101909, NCIMB 12751",1,"Micromonospora inositola",0
,,,,,1
7993,,"DSM 46123, ATCC 27600, CIP 108951, IFO 13156, IMET 8306, JCM 3188, KCC A-0188, NBRC 13156, NRRL 3292, BCRC 13363, CECT 3295, HUT 6602, IMSNU 22033, KACC 20104, KCTC 1055, NCIMB 12731",1,"Micromonospora inyonensis",0
8005,,"DSM 44874, LMG 24055, NRRL B-24771, Lupac 14N, JCM 16031, NBRC 106141",1,"Micromonospora lupini",0
158770,SGB14,"CECT 9370, DSM 105362",1,"Micromonospora luteiviridis",1
132507,2803GPT1-18,"DSM 45761, CCTCC AA 2012012, JCM 33231",1,"Micromonospora mangrovi",0
23117,D10-9-5,"DSM 45782, JCM 17013, NBRC 108767, TISTR 2000, PCU 322",1,"Micromonospora maritima",0
7985,,"DSM 44830, LMG 22229, NBRC 101890, NRRL B-24769, WA 201, JCM 13240, CIP 108755",1,"Micromonospora mirobrigensis",0
8011,BTG4-1,"DSM 45248, JCM 12394, PCU 265, TISTR 1570, NRRL B-24763",1,"Micromonospora narathiwatensis",0
132607,,"DSM 101694, CECT 9020, GUI 43",1,"Micromonospora noduli",1
7977,"MK-70 (FERM-P 1560)","DSM 43868, ATCC 21819, FERM P-1560, IFO 14304, IMET 8310, JCM 7348, NBRC 14304, CECT 3296, HUT 6590, IMSNU 20086, KACC 20103, KCTC 1052, NCIMB 12659, NRRL 8178, VKM Ac-1317",1,"Micromonospora olivasterospora",0
,,,,,1
7973,,"DSM 43817, ATCC 15838, CBS 617.66, IFO 14110, JCM 3133, KCC A-0133, NBRC 14110, NRRL 2996, CBS 647.71, IFO 16070, IMSNU 21294, IMSNU 22141, KCTC 1051, MTCC 708, NBRC 16070, NCIMB 12660",1,"Micromonospora pallida",0
133064,NEAU-JXY5,"DSM 103125, CGMCC 4.7347, JCM 32493",1,"Micromonospora parathelypteridis",1
23126,NEAU-J5,"DSM 45730, CGMCC 4.7038, KCTC 39763, NBRC 110907, JCM 19683",1,"Micromonospora phaseoli",0
158771,,"CECT 9369, DSM 105363, SG 15",1,"Micromonospora phytophila",1
8015,,"DSM 45175, LMG 24546, GUI 15, JCM 17025",1,"Micromonospora pisi",0
7976,,"DSM 43821, ATCC 27007, CBS 326.71, IFO 13324, IMET 8213, IMRU 3343, JCM 3156, NBRC 13324, NRRL B-16094, CECT 3297, IFM 1279, KCTC 9369, MTCC 331, NCIMB 12661, NRRL B-2101, VKM Ac-937",1,"Micromonospora purpureochromogenes",0
,,,,,1
8033,RtIII47,"DSM 45781, CGMCC 4.5826, NBRC 106684, JCM 19682, BCC 51292",1,"Micromonospora qiuiae",0
,,,,,1
164205,AZ1-13,"JCM 32147, KCTC 39786, NBRC 112324, TISTR 2404",1,"Micromonospora radicis",1
8017,211018,"DSM 45431, CGMCC 4.5599, NBRC 110451, JCM 17737",1,"Micromonospora rhizosphaerae",0
8010,AM105,"DSM 44983, CGMCC 4.2495, JCM 15474",1,"Micromonospora rifamycinica",0
7893,,"DSM 803, ATCC 29337, JCM 3159, NRRL 3718, ATCC 55708, BCRC 12625, HUT 6589, IFM 1288, IFO 13697, IMSNU 21301, IMSNU 22070, KCTC 9553, MTCC 1052, NBRC 13697, NCIMB 12896",1,"Micromonospora rosaria",0
7995,MK-65,"DSM 43912, ATCC 21826, CIP 108950, DSM 44886, JCM 3310, KCC A-0310, NBRC 101888, NRRL 11334, KACC 20106, KCTC 9215",1,"Micromonospora sagamiensis",0
23118,SH2-13,"DSM 45794, BCC 45601, NBRC 107934",1,"Micromonospora sediminicola",0
140640,CH3-3,"TISTR 2396, PCU 350, JCM 18523, DSM 111297",1,"Micromonospora sediminis",1
23121,274745,"DSM 45704, CCTCC AA 2012003, JCM 31037",1,"Micromonospora sonneratiae",0
132026,,"DSM 101760, NRRL B-65345, TMS 7",1,"Micromonospora terminaliae",1
8008,TVU1,"DSM 45142, JCM 18297, NRRL B-24576",1,"Micromonospora tulbaghiae",0
132606,,"DSM 101692, CECT 9022, GUI 23",1,"Micromonospora ureilytica",1
132608,,"DSM 101695, CECT 9019, GUI 63",1,"Micromonospora vinacea",1
7996,"FD 23988","DSM 43909, ATCC 31146, CIP 108949, JCM 3267, KCC A-0267, NBRC 101887, BCRC 13409",1,"Micromonospora viridifaciens",0
23120,2602GPT1-05,"DSM 45709, CCTCC AA 2012002, JCM 31038",1,"Micromonospora wenchangensis",0
131819,DS3186,"DSM 45980, KCTC 29433",1,"Micromonospora yasonensis",0
13414,P101,"DSM 43017, ATCC 15386, CBS 484.63, DSM 43018, DSM 43754, IFO 12207, KCC A-0036, NBRC 12207, NCIB 9602, NRRL B-3044, CCUG 5913, JCM 3036, BCRC 13426, CGMCC 4.1089, CGMCC 4.1324, CGMCC 4.1483, IFM 1235, IMET 9550, KACC 20054, KCTC 9115, KCTC 9150, KCTC 9480, MTCC 320, NBIMCC 3641, NCIMB 9602, VKM Ac-681, VTT E-073030",1,"Saccharomonospora viridis",0
12632,Lg2,"DSM 15918, JCM 10248, NBRC 105859",1,"Micropruina glycogenica",0
7500,SSWW-21,"DSM 18319, JCM 30550, KCTC 19185, SSWW 21",1,"Microterricola gilva",0
16533,T/457,"DSM 43841, ATCC 23058, CBS 623.67, IFO 13915, IMET 9531, JCM 3183, NBRC 13915, RIA 924, BCRC 13405, IMSNU 20091, KCTC 9271, NRRL B-3628, VKM Ac-662",1,"Microtetraspora fusca",0
,,,,,1
16532,Mt-3,"DSM 43174, ATCC 27301, IFO 15239, JCM 3149, KCC A-0149, NBRC 15239, BCRC 12583, CBS 264.72, IMSNU 20093, KCTC 9276",1,"Microtetraspora niveoalba",0
,,,,,1
10626,J81,"DSM 44463, CIP 109234, NRRL B-24424, JCM 13999, BCRC 16840, IFM 10694, NBRC 105863",1,"Millisia brevis",0
5832,42H12-1,"DSM 45201, CGMCC 4.5581, JCM 18320",1,"Modestobacter marinus",0
5826,"5NBRC 108673","DSM 45764, KCTC 19887, NBRC 108673, KLBMP 1279",1,"Modestobacter roseus",0
5831,CP153-2,"DSM 16678, ATCC BAA 1040, CIP 109814, JCM 15578, CGMCC 1.10729",1,"Modestobacter versicolor",0
12590,XJEEM-11063,"DSM 21949, CCTCC AA 208063, JCM 19555, XJEEM 11063, CCTCC AB 208063",1,"Myceligenerans halotolerans",0
12588,XLG910.2,"DSM 15700, CGMCC 1.3458, JCM 14112, NBRC 106321",1,"Myceligenerans xiligouense",0
7468,CM-10,"DSM 15177, IFO 16278, NBRC 16278, NRRL B-24121, JCM 11654, CGMCC 1.10732, IAM 15091, LMG 22187, MAFF 211326",1,"Mycetocola lacteus",0
7471,"BRB-1L41, R-20377","DSM 18580, JCM 30549, LMG 22367",1,"Mycetocola reblochoni",0
7469,CM-01,"DSM 15178, IFO 16274, NBRC 16274, NRRL B-24119, JCM 11655, CGMCC 1.10735, IAM 15092, LMG 22188, MAFF 211324",1,"Mycetocola saprophilus",0
7470,CM-05,"DSM 15179, IFO 16277, NBRC 16277, NRRL B-24120",1,"Mycetocola tolaasinivorans",0
8446,CR-270,"DSM 44177, ATCC 51384, CIP 103465, CCUG 37586, JCM 12273, CECT 3022, KCTC 19711",1,"Mycobacterium brumae",0
8559,FI-06250,"DSM 45132, CIP 109609, CCUG 55636, JCM 16366",1,"Mycobacterium insubricum",0
,,,,,1
8580,,"DSM 45166, JCM 15038, KUM 060204",1,"Mycobacterium kyorinense",0
8483,"B9-21-178, T 15752","DSM 44395, CIP 109237, JCM 15658",1,"Mycobacterium monacense",0
8579,NLA000201958,"DSM 45176, CIP 109808, CCUG 58462",1,"Mycobacterium riyadhense",0
8553,"ABO-M06, MBS-1","DSM 45070, CIP 109395, CCUG 55975, CIP 139395, JCM 15660",1,"Mycobacterium setense",0
8514,47503,"DSM 44635, ATCC 27282, CIP 106807, JCM 6373, NCTC 10821, CCUG 42430",1,"Mycobacterium tokaiense",0
18234,Ar10944,"DSM 52587",0,"Myxococcales sp.",1
18235,"Ar g9","DSM 52597",0,"Myxococcales sp.",1
18236,Ar10537,"DSM 52585",0,"Myxococcales sp.",1
18237,Ar10500,"DSM 52584",0,"Myxococcales sp.",1
18238,Ar11564,"DSM 52588",0,"Myxococcales sp.",1
18239,Ar10600,"DSM 52586",0,"Myxococcales sp.",1
18240,Ar6841,"DSM 52575",0,"Myxococcales sp.",1
18241,Ar3892,"DSM 52573",0,"Myxococcales sp.",1
18242,Ar10394,"DSM 52582",0,"Myxococcales sp.",1
18243,Ar3965,"DSM 52574",0,"Myxococcales sp.",1
18244,Ar10494,"DSM 52583",0,"Myxococcales sp.",1
18245,Ar10196,"DSM 52579",0,"Myxococcales sp.",1
18246,Ar10152,"DSM 52578",0,"Myxococcales sp.",1
18247,Ar10126,"DSM 52577",0,"Myxococcales sp.",1
18248,Ar10291,"DSM 52581",0,"Myxococcales sp.",1
18249,Ar10273,"DSM 52580",0,"Myxococcales sp.",1
18250,Ar10099,"DSM 52576",0,"Myxococcales sp.",1
18251,Ar411,"DSM 52572",0,"Myxococcales sp.",1
18252,"An d46","DSM 51028",0,"Myxococcales sp.",1
18181,"Cc e150",,0,"Myxococcus exiguus",1
19206,"Cc e7",,0,"Myxococcus exiguus",1
19210,"Cc e2",,0,"Myxococcus exiguus",1
19212,"Cc e1",,0,"Myxococcus exiguus",1
20337,"Cc e125",,0,"Myxococcus exiguus",1
20531,"Cc e158",,0,"Myxococcus exiguus",1
20532,"Cc e157",,0,"Myxococcus exiguus",1
20545,"Cc e162",,0,"Myxococcus exiguus",1
20546,"Cc e160",,0,"Myxococcus exiguus",1
20557,"Cc e42",,0,"Myxococcus exiguus",1
20559,"Cc e44",,0,"Myxococcus exiguus",1
20560,"Cc e45",,0,"Myxococcus exiguus",1
20567,"Cc e29",,0,"Myxococcus exiguus",1
20572,"Cc e35",,0,"Myxococcus exiguus",1
20573,"Cc e18",,0,"Myxococcus exiguus",1
9592,"Mx f2","DSM 434",0,"Myxococcus fulvus",1
9596,"Mx f125","DSM 52031",0,"Myxococcus fulvus",1
9597,"Mx f126","DSM 52032",0,"Myxococcus fulvus",1
9598,"Mx f127","DSM 52033",0,"Myxococcus fulvus",1
9599,"Mx f128","DSM 52034",0,"Myxococcus fulvus",1
9600,"Mx f129","DSM 52035",0,"Myxococcus fulvus",1
9607,"Mx f137","DSM 52042",0,"Myxococcus fulvus",1
9609,"Mx f139","DSM 52044",0,"Myxococcus fulvus",1
9611,"Mx f141","DSM 52046",0,"Myxococcus fulvus",1
9612,"Mx f142","DSM 52047",0,"Myxococcus fulvus",1
9613,"Mx f143","DSM 52048",0,"Myxococcus fulvus",1
9615,"Mx f145","DSM 52050",0,"Myxococcus fulvus",1
9616,"Mx f146","DSM 52051",0,"Myxococcus fulvus",1
9617,"Mx f1","DSM 51966",0,"Myxococcus fulvus",1
9618,"Mx f2","DSM 51967",0,"Myxococcus fulvus",1
9619,"Mx f3","DSM 51968",0,"Myxococcus fulvus",1
9622,"Mx f15","DSM 51971",0,"Myxococcus fulvus",1
9624,"Mx f18","DSM 51973",0,"Myxococcus fulvus",1
9625,"Mx f22","DSM 51974",0,"Myxococcus fulvus",1
9626,"Mx f25","DSM 51975",0,"Myxococcus fulvus",1
9627,"Mx f26","DSM 51976",0,"Myxococcus fulvus",1
9628,"Mx f28","DSM 51977",0,"Myxococcus fulvus",1
9630,"Mx f530","DSM 52111",0,"Myxococcus fulvus",1
9631,"Mx f531","DSM 52112",0,"Myxococcus fulvus",1
9632,"Mx f532","DSM 52113",0,"Myxococcus fulvus",1
9633,"Mx f533","DSM 52114",0,"Myxococcus fulvus",1
9634,"Mx f534","DSM 52115",0,"Myxococcus fulvus",1
9635,"Mx f535","DSM 52116",0,"Myxococcus fulvus",1
9636,"Mx f537","DSM 52117",0,"Myxococcus fulvus",1
9637,"Mx f538","DSM 52118",0,"Myxococcus fulvus",1
9638,"Mx f539","DSM 52119",0,"Myxococcus fulvus",1
9639,"Mx f540","DSM 52120",0,"Myxococcus fulvus",1
9640,"Mx f541","DSM 52121",0,"Myxococcus fulvus",1
9641,"Mx f544","DSM 52122",0,"Myxococcus fulvus",1
9642,"Mx f545","DSM 52123",0,"Myxococcus fulvus",1
9643,"Mx f546","DSM 52124",0,"Myxococcus fulvus",1
9644,"Mx f547","DSM 52125",0,"Myxococcus fulvus",1
9645,"Mx f548","DSM 52126",0,"Myxococcus fulvus",1
9646,"Mx f549","DSM 52127",0,"Myxococcus fulvus",1
9647,"Mx f550","DSM 52128",0,"Myxococcus fulvus",1
9648,"Mx f551","DSM 52129",0,"Myxococcus fulvus",1
9649,"Mx f552","DSM 52130",0,"Myxococcus fulvus",1
9650,"Mx f30","DSM 51979",0,"Myxococcus fulvus",1
9652,"Mx f37","DSM 51981",0,"Myxococcus fulvus",1
9653,"Mx f39","DSM 51982",0,"Myxococcus fulvus",1
9654,"Mx f42","DSM 51983",0,"Myxococcus fulvus",1
9655,"Mx f43","DSM 51984",0,"Myxococcus fulvus",1
9656,"Mx f44","DSM 51985",0,"Myxococcus fulvus",1
9657,"Mx f45","DSM 51986",0,"Myxococcus fulvus",1
9658,"Mx f46","DSM 51987",0,"Myxococcus fulvus",1
9659,"Mx f49","DSM 51988",0,"Myxococcus fulvus",1
9665,"Mx f56","DSM 51994",0,"Myxococcus fulvus",1
9667,"Mx f58","DSM 51996",0,"Myxococcus fulvus",1
9669,"Mx f60","DSM 51998",0,"Myxococcus fulvus",1
9670,"Mx f61","DSM 51999",0,"Myxococcus fulvus",1
9671,"Mx f62","DSM 52000",0,"Myxococcus fulvus",1
9672,"Mx f63","DSM 52001",0,"Myxococcus fulvus",1
9673,"Mx f64","DSM 52002",0,"Myxococcus fulvus",1
9682,"Mx f76","DSM 52011",0,"Myxococcus fulvus",1
9686,"Mx f80","DSM 52015",0,"Myxococcus fulvus",1
9700,"Mx f148","DSM 52053",0,"Myxococcus fulvus",1
9701,"Mx f149","DSM 52054",0,"Myxococcus fulvus",1
9703,"Mx f151","DSM 52056",0,"Myxococcus fulvus",1
9704,"Mx f152","DSM 52057",0,"Myxococcus fulvus",1
9705,"Mx f153","DSM 52058",0,"Myxococcus fulvus",1
9706,"Mx f154","DSM 52059",0,"Myxococcus fulvus",1
9707,"Mx f155","DSM 52060",0,"Myxococcus fulvus",1
9709,"Mx f159","DSM 52062",0,"Myxococcus fulvus",1
9710,"Mx f160","DSM 52063",0,"Myxococcus fulvus",1
9711,"Mx f161","DSM 52064",0,"Myxococcus fulvus",1
9712,"Mx f162","DSM 52065",0,"Myxococcus fulvus",1
9714,"Mx f165","DSM 52067",0,"Myxococcus fulvus",1
9716,"Mx f167","DSM 52069",0,"Myxococcus fulvus",1
9717,"Mx f168","DSM 52070",0,"Myxococcus fulvus",1
9718,"Mx f169","DSM 52071",0,"Myxococcus fulvus",1
9719,"Mx f170","DSM 52072",0,"Myxococcus fulvus",1
9721,"Mx f172","DSM 52074",0,"Myxococcus fulvus",1
9722,"Mx f173","DSM 52075",0,"Myxococcus fulvus",1
9723,"Mx f174","DSM 52076",0,"Myxococcus fulvus",1
9724,"Mx f175","DSM 52077",0,"Myxococcus fulvus",1
9732,"Mx f183","DSM 52085",0,"Myxococcus fulvus",1
9737,"Mx f189","DSM 52090",0,"Myxococcus fulvus",1
9739,"Mx f191","DSM 52092",0,"Myxococcus fulvus",1
9740,"Mx f192","DSM 52093",0,"Myxococcus fulvus",1
9741,"Mx f195","DSM 52094",0,"Myxococcus fulvus",1
9745,"Mx f199","DSM 52098",0,"Myxococcus fulvus",1
9746,"Mx f200","DSM 52099",0,"Myxococcus fulvus",1
9747,"Mx f421","DSM 52100",0,"Myxococcus fulvus",1
9750,"Mx f516","DSM 52103",0,"Myxococcus fulvus",1
9751,"Mx f517","DSM 52104",0,"Myxococcus fulvus",1
9752,"Mx f519","DSM 52105",0,"Myxococcus fulvus",1
9753,"Mx f520","DSM 52106",0,"Myxococcus fulvus",1
9754,"Mx f524","DSM 52107",0,"Myxococcus fulvus",1
9755,"Mx f525","DSM 52108",0,"Myxococcus fulvus",1
9756,"Mx f526","DSM 52109",0,"Myxococcus fulvus",1
9757,"Mx f529","DSM 52110",0,"Myxococcus fulvus",1
9758,"Mx f553","DSM 52131",0,"Myxococcus fulvus",1
9760,"Mx f555","DSM 52133",0,"Myxococcus fulvus",1
9761,"Mx f556","DSM 52134",0,"Myxococcus fulvus",1
9762,"Mx f557","DSM 52135",0,"Myxococcus fulvus",1
9763,"Mx f558","DSM 52136",0,"Myxococcus fulvus",1
9764,"Mx f559","DSM 52137",0,"Myxococcus fulvus",1
9765,"Mx f560","DSM 52138",0,"Myxococcus fulvus",1
9766,"Mx f561","DSM 52139",0,"Myxococcus fulvus",1
9767,"Mx f562","DSM 52140",0,"Myxococcus fulvus",1
9768,"Mx f563","DSM 52141",0,"Myxococcus fulvus",1
9769,"Mx f564","DSM 52142",0,"Myxococcus fulvus",1
9770,"Mx f565","DSM 52143",0,"Myxococcus fulvus",1
9771,"Mx f566","DSM 52144",0,"Myxococcus fulvus",1
9772,"Mx f567","DSM 52145",0,"Myxococcus fulvus",1
9774,"Mx f569","DSM 52147",0,"Myxococcus fulvus",1
9775,"Mx f570","DSM 52148",0,"Myxococcus fulvus",1
9776,"Mx f572","DSM 52149",0,"Myxococcus fulvus",1
9777,"Mx s87","DSM 52212",0,"Myxococcus fulvus",1
18182,"Mx f443",,0,"Myxococcus fulvus",1
18183,"Mx f403",,0,"Myxococcus fulvus",1
18184,"Mx f311",,0,"Myxococcus fulvus",1
18185,"Mx f291",,0,"Myxococcus fulvus",1
18186,"Mx f292",,0,"Myxococcus fulvus",1
18187,"Mx f261",,0,"Myxococcus fulvus",1
18253,"Mx f4",,0,"Myxococcus fulvus",1
18255,"Mx f5",,0,"Myxococcus fulvus",1
18256,"Mx f6",,0,"Myxococcus fulvus",1
18257,"Mx f7",,0,"Myxococcus fulvus",1
18258,"Mx f8",,0,"Myxococcus fulvus",1
19143,"Mx f2332",,0,"Myxococcus fulvus",1
19159,"Mx f499",,0,"Myxococcus fulvus",1
19160,"Mx f496",,0,"Myxococcus fulvus",1
19161,"Mx f497",,0,"Myxococcus fulvus",1
19162,"Mx f494",,0,"Myxococcus fulvus",1
19163,"Mx f495",,0,"Myxococcus fulvus",1
19164,"Mx f492",,0,"Myxococcus fulvus",1
19165,"Mx f493",,0,"Myxococcus fulvus",1
19166,"Mx f482",,0,"Myxococcus fulvus",1
19167,"Mx f481",,0,"Myxococcus fulvus",1
19169,"Mx f484",,0,"Myxococcus fulvus",1
19170,"Mx f486",,0,"Myxococcus fulvus",1
19171,"Mx f488",,0,"Myxococcus fulvus",1
19172,"Mx f487",,0,"Myxococcus fulvus",1
19174,"Mx f489",,0,"Myxococcus fulvus",1
19184,"Mx f490",,0,"Myxococcus fulvus",1
19185,"Mx f491",,0,"Myxococcus fulvus",1
19186,"Mx f473",,0,"Myxococcus fulvus",1
19187,"Mx f472",,0,"Myxococcus fulvus",1
19188,"Mx f471",,0,"Myxococcus fulvus",1
19189,"Mx f470",,0,"Myxococcus fulvus",1
19190,"Mx f476",,0,"Myxococcus fulvus",1
19191,"Mx f475",,0,"Myxococcus fulvus",1
19192,"Mx f474",,0,"Myxococcus fulvus",1
19194,"Mx f479",,0,"Myxococcus fulvus",1
19196,"Mx f478",,0,"Myxococcus fulvus",1
19204,"Mx f480",,0,"Myxococcus fulvus",1
19205,"Mx f464",,0,"Myxococcus fulvus",1
19207,"Mx f466",,0,"Myxococcus fulvus",1
19208,"Mx f465",,0,"Myxococcus fulvus",1
19209,"Mx f460",,0,"Myxococcus fulvus",1
19211,"Mx f462",,0,"Myxococcus fulvus",1
19214,"Mx f468",,0,"Myxococcus fulvus",1
19215,"Mx f467",,0,"Myxococcus fulvus",1
19216,"Mx f469",,0,"Myxococcus fulvus",1
19228,"Mx f455",,0,"Myxococcus fulvus",1
19229,"Mx f454",,0,"Myxococcus fulvus",1
19230,"Mx f453",,0,"Myxococcus fulvus",1
19231,"Mx f452",,0,"Myxococcus fulvus",1
19232,"Mx f451",,0,"Myxococcus fulvus",1
19233,"Mx f450",,0,"Myxococcus fulvus",1
19234,"Mx f459",,0,"Myxococcus fulvus",1
19235,"Mx f458",,0,"Myxococcus fulvus",1
19236,"Mx f457",,0,"Myxococcus fulvus",1
19238,"Mx f456",,0,"Myxococcus fulvus",1
19253,"Mx f447",,0,"Myxococcus fulvus",1
19254,"Mx f448",,0,"Myxococcus fulvus",1
19256,"Mx f445",,0,"Myxococcus fulvus",1
19258,"Mx f446",,0,"Myxococcus fulvus",1
19259,"Mx f449",,0,"Myxococcus fulvus",1
19260,"Mx f440",,0,"Myxococcus fulvus",1
19261,"Mx f444",,0,"Myxococcus fulvus",1
19262,"Mx f441",,0,"Myxococcus fulvus",1
19263,"Mx f442",,0,"Myxococcus fulvus",1
19274,"Mx f434",,0,"Myxococcus fulvus",1
19276,"Mx f435",,0,"Myxococcus fulvus",1
19277,"Mx f436",,0,"Myxococcus fulvus",1
19278,"Mx f437",,0,"Myxococcus fulvus",1
19279,"Mx f438",,0,"Myxococcus fulvus",1
19280,"Mx f439",,0,"Myxococcus fulvus",1
19282,"Mx f430",,0,"Myxococcus fulvus",1
19283,"Mx f431",,0,"Myxococcus fulvus",1
19284,"Mx f432",,0,"Myxococcus fulvus",1
19285,"Mx f433",,0,"Myxococcus fulvus",1
19287,"Mx f429",,0,"Myxococcus fulvus",1
19288,"Mx f427",,0,"Myxococcus fulvus",1
19289,"Mx f425",,0,"Myxococcus fulvus",1
19290,"Mx f426",,0,"Myxococcus fulvus",1
19292,"Mx f423",,0,"Myxococcus fulvus",1
19293,"Mx f424",,0,"Myxococcus fulvus",1
19294,"Mx f422",,0,"Myxococcus fulvus",1
19295,"Mx f420",,0,"Myxococcus fulvus",1
19296,"Mx f416",,0,"Myxococcus fulvus",1
19298,"Mx f417",,0,"Myxococcus fulvus",1
19300,"Mx f419",,0,"Myxococcus fulvus",1
19301,"Mx f412",,0,"Myxococcus fulvus",1
19302,"Mx f413",,0,"Myxococcus fulvus",1
